CUSIPs,yields,CPR,prices,,,,,,,,,,
3138XUD33,,,,,,,,,,,,,
3138WKYU3,,,,,,,,,,,,,
3138MJLZ0,,,,,,,,,,,,,
3138X53G0,,,,,,,,,,,,,
3138WDD73,,,,,,,,,,,,,
3140EBL66,,,,,,,,,,,,,
3138XS4B0,,,,,,,,,,,,,
3138Y3RF0,,,,,,,,,,,,,
3138XHN56,,,,,,,,,,,,,
3138YL7G0,,,,,,,,,,,,,
3138W6ZJ8,,,,,,,,,,,,,
3138YXYX7,,,,,,,,,,,,,
3138WA3R6,,,,,,,,,,,,,
3138MCY32,,,,,,,,,,,,,
3138WRGL8,,,,,,,,,,,,,
3140F76T1,,,,,,,,,,,,,
3138XG5X7,,,,,,,,,,,,,
3138YNKA4,,,,,,,,,,,,,
31417KGM3,,,,,,,,,,,,,
3138MECQ1,,,,,,,,,,,,,
3140M1SD7,,,,,,,,,,,,,
3140H1HN3,,,,,,,,,,,,,
3140E96S0,,,,,,,,,,,,,
3140KC5U2,,,,,,,,,,,,,
3140L7LA8,,,,,,,,,,,,,
3138YSMY9,,,,,,,,,,,,,
3138YMX38,,,,,,,,,,,,,
3138W7G65,,,,,,,,,,,,,
3138YH5B2,,,,,,,,,,,,,
3140KL7G1,,,,,,,,,,,,,
3138WK7D1,,,,,,,,,,,,,
3138E05D7,,,,,,,,,,,,,
3140KQ6C0,,,,,,,,,,,,,
3138LXUY3,,,,,,,,,,,,,
3140QLEK8,,,,,,,,,,,,,
3140L8AX8,,,,,,,,,,,,,
3138XXSY3,,,,,,,,,,,,,
3138MAC71,,,,,,,,,,,,,
31414LJP4,,,,,,,,,,,,,
3138Y7XU1,,,,,,,,,,,,,
3138XWP69,,,,,,,,,,,,,
3140QKM62,,,,,,,,,,,,,
3140KJCV7,,,,,,,,,,,,,
3140L7LY6,,,,,,,,,,,,,
3140M2MA7,,,,,,,,,,,,,
3138WMSQ5,,,,,,,,,,,,,
3138MRTD3,,,,,,,,,,,,,
3138Y4DT3,,,,,,,,,,,,,
3138YGMU3,,,,,,,,,,,,,
3140HDSZ8,,,,,,,,,,,,,
3140F3GB8,,,,,,,,,,,,,
3140F5TU7,,,,,,,,,,,,,
3138XPNV1,,,,,,,,,,,,,
3140EBC66,,,,,,,,,,,,,
3140JGJT3,,,,,,,,,,,,,
3140GNX24,,,,,,,,,,,,,
3140GS4X7,,,,,,,,,,,,,
3140HKKP2,,,,,,,,,,,,,
3138XCXY3,,,,,,,,,,,,,
3140KN6W3,,,,,,,,,,,,,
3140JVMY5,,,,,,,,,,,,,
3140GVDZ5,,,,,,,,,,,,,
3138YUWJ6,,,,,,,,,,,,,
3140K5FZ5,,,,,,,,,,,,,
3140LS6K7,,,,,,,,,,,,,
3138XWNP9,,,,,,,,,,,,,
3138YAF34,,,,,,,,,,,,,
3140GUQU4,,,,,,,,,,,,,
3140F9KK0,,,,,,,,,,,,,
3140F8J24,,,,,,,,,,,,,
3138AFTA8,,,,,,,,,,,,,
3138YAB38,,,,,,,,,,,,,
3138YRWB0,,,,,,,,,,,,,
3140EX3J0,,,,,,,,,,,,,
31417GUA2,,,,,,,,,,,,,
3138MMGQ9,,,,,,,,,,,,,
3138A74S4,,,,,,,,,,,,,
31419FQM1,,,,,,,,,,,,,
3138M5NA3,,,,,,,,,,,,,
3140KGG98,,,,,,,,,,,,,
3138XMCV0,,,,,,,,,,,,,
3138EEXK0,,,,,,,,,,,,,
3140GXH20,,,,,,,,,,,,,
3140EABV4,,,,,,,,,,,,,
3138X3R61,,,,,,,,,,,,,
3138NX5L7,,,,,,,,,,,,,
3138W5J58,,,,,,,,,,,,,
3140FUJH2,,,,,,,,,,,,,
3140K4Z52,,,,,,,,,,,,,
3140KYBE3,,,,,,,,,,,,,
3138X1JF4,,,,,,,,,,,,,
3138AREJ9,,,,,,,,,,,,,
3140GPRN0,,,,,,,,,,,,,
3138AUL39,,,,,,,,,,,,,
3138Y6LC6,,,,,,,,,,,,,
3138YAQT5,,,,,,,,,,,,,
3138LTN87,,,,,,,,,,,,,
3140FKJC5,,,,,,,,,,,,,
3138MAED6,,,,,,,,,,,,,
3138Y6BG8,,,,,,,,,,,,,
3140K03G1,,,,,,,,,,,,,
3140L7JK9,,,,,,,,,,,,,
3140KQGH8,,,,,,,,,,,,,
3138ARL93,,,,,,,,,,,,,
3140F7G60,,,,,,,,,,,,,
3138W03H0,,,,,,,,,,,,,
3140Q9BN2,,,,,,,,,,,,,
3140QBZ92,,,,,,,,,,,,,
3138W23P8,,,,,,,,,,,,,
3138WWVU0,,,,,,,,,,,,,
3140QNHB1,,,,,,,,,,,,,
3138LWJG7,,,,,,,,,,,,,
3140KCNH1,,,,,,,,,,,,,
31416RAD5,,,,,,,,,,,,,
3138A1KY6,,,,,,,,,,,,,
3138LYAS6,,,,,,,,,,,,,
3140L76L1,,,,,,,,,,,,,
3140KXJZ0,,,,,,,,,,,,,
3140HNCS9,,,,,,,,,,,,,
3138X65G6,,,,,,,,,,,,,
3140JXH76,,,,,,,,,,,,,
3140F1JQ6,,,,,,,,,,,,,
3138Y7XW7,,,,,,,,,,,,,
3140L1RT4,,,,,,,,,,,,,
3140GQHJ8,,,,,,,,,,,,,
3138XZXD8,,,,,,,,,,,,,
3138EEWX3,,,,,,,,,,,,,
3138XXCE4,,,,,,,,,,,,,
31418YBL9,,,,,,,,,,,,,
3138XPDV2,,,,,,,,,,,,,
3138MMYV8,,,,,,,,,,,,,
3138Y94T2,,,,,,,,,,,,,
3138W36U2,,,,,,,,,,,,,
3140FGYV5,,,,,,,,,,,,,
3138MMUJ9,,,,,,,,,,,,,
3138LSAA8,,,,,,,,,,,,,
3140F3WP9,,,,,,,,,,,,,
3138Y95A2,,,,,,,,,,,,,
3138YPTR3,,,,,,,,,,,,,
3138MCEQ3,,,,,,,,,,,,,
3138X1KD7,,,,,,,,,,,,,
3138WXJJ7,,,,,,,,,,,,,
3140F5D26,,,,,,,,,,,,,
3140KPA29,,,,,,,,,,,,,
3138E44W8,,,,,,,,,,,,,
3138YNYV3,,,,,,,,,,,,,
3138MCAV6,,,,,,,,,,,,,
3138LRCT7,,,,,,,,,,,,,
3140JRDS7,,,,,,,,,,,,,
3138XKPE8,,,,,,,,,,,,,
3140F7J75,,,,,,,,,,,,,
31406UGP7,,,,,,,,,,,,,
3138M35Z3,,,,,,,,,,,,,
3138W3CC5,,,,,,,,,,,,,
3138X6J48,,,,,,,,,,,,,
3140JVPN6,,,,,,,,,,,,,
3140EVLZ8,,,,,,,,,,,,,
3140EYNP2,,,,,,,,,,,,,
3138ATM80,,,,,,,,,,,,,
3138X2G32,,,,,,,,,,,,,
31419C4E0,,,,,,,,,,,,,
3138A9KE3,,,,,,,,,,,,,
3138W54W5,,,,,,,,,,,,,
31417CEV3,,,,,,,,,,,,,
3138MMZE5,,,,,,,,,,,,,
3138YBL92,,,,,,,,,,,,,
3138M87M9,,,,,,,,,,,,,
3138W5MQ8,,,,,,,,,,,,,
3140HFKD0,,,,,,,,,,,,,
3140K8ZL8,,,,,,,,,,,,,
31417GUR5,,,,,,,,,,,,,
31417DDX8,,,,,,,,,,,,,
3138MHEP4,,,,,,,,,,,,,
3138MCZN7,,,,,,,,,,,,,
3140H3CZ7,,,,,,,,,,,,,
3138Y7SS2,,,,,,,,,,,,,
3138XL7G1,,,,,,,,,,,,,
3138XGBW2,,,,,,,,,,,,,
3140FNWD2,,,,,,,,,,,,,
3138X7YZ0,,,,,,,,,,,,,
3140FN2J2,,,,,,,,,,,,,
3140NHTM0,,,,,,,,,,,,,
3138Y1LT0,,,,,,,,,,,,,
3138YHW71,,,,,,,,,,,,,
3138YH5P1,,,,,,,,,,,,,
3140QMZP2,,,,,,,,,,,,,
3138E8GL0,,,,,,,,,,,,,
3138X03S5,,,,,,,,,,,,,
3138W2AE5,,,,,,,,,,,,,
3140F0M84,,,,,,,,,,,,,
3140ECRX9,,,,,,,,,,,,,
3140FLT32,,,,,,,,,,,,,
3140FSGY3,,,,,,,,,,,,,
3140QM5C4,,,,,,,,,,,,,
3140FVAZ9,,,,,,,,,,,,,
3140F54T7,,,,,,,,,,,,,
3140HJR45,,,,,,,,,,,,,
3140HHM93,,,,,,,,,,,,,
3140ECQT9,,,,,,,,,,,,,
3138YTTS3,,,,,,,,,,,,,
3138E9XW5,,,,,,,,,,,,,
3140JWN22,,,,,,,,,,,,,
3140L2YX5,,,,,,,,,,,,,
3140QL3V6,,,,,,,,,,,,,
3140H3PX8,,,,,,,,,,,,,
3140KF4E2,,,,,,,,,,,,,
3140FMA89,,,,,,,,,,,,,
3138E83C4,,,,,,,,,,,,,
3138YGCV2,,,,,,,,,,,,,
3140HASW1,,,,,,,,,,,,,
3140HHNS0,,,,,,,,,,,,,
3138YUVA6,,,,,,,,,,,,,
31410SA23,,,,,,,,,,,,,
3140HMGT5,,,,,,,,,,,,,
3138YKCV3,,,,,,,,,,,,,
3138XUE65,,,,,,,,,,,,,
3140M1AW4,,,,,,,,,,,,,
3140E6S29,,,,,,,,,,,,,
3138LVSG9,,,,,,,,,,,,,
3140FRDQ5,,,,,,,,,,,,,
3140FQKL0,,,,,,,,,,,,,
3138X26X7,,,,,,,,,,,,,
3138MFHQ3,,,,,,,,,,,,,
3138EB5W1,,,,,,,,,,,,,
3138X5Z42,,,,,,,,,,,,,
3138LXPQ6,,,,,,,,,,,,,
3140F3G28,,,,,,,,,,,,,
3140FTEC1,,,,,,,,,,,,,
3138MAM70,,,,,,,,,,,,,
3140GNZ22,,,,,,,,,,,,,
3140FLSA7,,,,,,,,,,,,,
31419FHZ2,,,,,,,,,,,,,
3138XUD58,,,,,,,,,,,,,
3140GYJC4,,,,,,,,,,,,,
3138YUBR1,,,,,,,,,,,,,
3138Y8VV9,,,,,,,,,,,,,
3140JWU99,,,,,,,,,,,,,
3140JW4W7,,,,,,,,,,,,,
3138NWBT5,,,,,,,,,,,,,
3140HHM69,,,,,,,,,,,,,
3138YKJX2,,,,,,,,,,,,,
3140JVD33,,,,,,,,,,,,,
3138YRSF6,,,,,,,,,,,,,
3140K16S0,,,,,,,,,,,,,
3140E45N3,,,,,,,,,,,,,
3140QFHM4,,,,,,,,,,,,,
3140GS5K4,,,,,,,,,,,,,
3138YBDV2,,,,,,,,,,,,,
3140FVKY1,,,,,,,,,,,,,
3138EEJE0,,,,,,,,,,,,,
3140KCP63,,,,,,,,,,,,,
3138YKE25,,,,,,,,,,,,,
3138EAQE0,,,,,,,,,,,,,
3138W7F41,,,,,,,,,,,,,
3138MNVG2,,,,,,,,,,,,,
3138W67M2,,,,,,,,,,,,,
31418VHQ8,,,,,,,,,,,,,
3138LVEZ2,,,,,,,,,,,,,
31417JFF2,,,,,,,,,,,,,
31417WXD8,,,,,,,,,,,,,
3140LPYN6,,,,,,,,,,,,,
3138A16F3,,,,,,,,,,,,,
3138Y6U51,,,,,,,,,,,,,
3138EBQN8,,,,,,,,,,,,,
3138YMJC4,,,,,,,,,,,,,
3138WMBH3,,,,,,,,,,,,,
3138X7XW8,,,,,,,,,,,,,
3138W7PL2,,,,,,,,,,,,,
3140F3WR5,,,,,,,,,,,,,
3138XMXG0,,,,,,,,,,,,,
3140FP7K9,,,,,,,,,,,,,
31414MEZ5,,,,,,,,,,,,,
3138WXAB3,,,,,,,,,,,,,
3138YAX34,,,,,,,,,,,,,
3138YSFG6,,,,,,,,,,,,,
3140F3SS8,,,,,,,,,,,,,
3138XZWY3,,,,,,,,,,,,,
3138YDY60,,,,,,,,,,,,,
3138XPYF4,,,,,,,,,,,,,
31417ANN5,,,,,,,,,,,,,
3140KEQZ4,,,,,,,,,,,,,
3138X7ZZ9,,,,,,,,,,,,,
3138X8LG4,,,,,,,,,,,,,
3138MLBY9,,,,,,,,,,,,,
3138M5BR9,,,,,,,,,,,,,
3138MQMR1,,,,,,,,,,,,,
3140FCCD8,,,,,,,,,,,,,
3138YKMF7,,,,,,,,,,,,,
3140KXSZ0,,,,,,,,,,,,,
3140F0LR3,,,,,,,,,,,,,
31416UA89,,,,,,,,,,,,,
3138NXZP5,,,,,,,,,,,,,
3138M6XU6,,,,,,,,,,,,,
3140F5DM2,,,,,,,,,,,,,
3138XETE8,,,,,,,,,,,,,
3140HFF61,,,,,,,,,,,,,
3138W0HD4,,,,,,,,,,,,,
3140KKKF0,,,,,,,,,,,,,
31418VQV7,,,,,,,,,,,,,
31417F2V9,,,,,,,,,,,,,
3140H3FE1,,,,,,,,,,,,,
3138MHQ63,,,,,,,,,,,,,
3140JPCX1,,,,,,,,,,,,,
3140F7AZ2,,,,,,,,,,,,,
3138W3NV1,,,,,,,,,,,,,
31421AS87,,,,,,,,,,,,,
3140FAH88,,,,,,,,,,,,,
3138YWU21,,,,,,,,,,,,,
3140HPHT7,,,,,,,,,,,,,
3138Y9VJ4,,,,,,,,,,,,,
3138XHPN5,,,,,,,,,,,,,
3138XLLR1,,,,,,,,,,,,,
3138XEGV4,,,,,,,,,,,,,
3140KKKT0,,,,,,,,,,,,,
3138XPU43,,,,,,,,,,,,,
3138XJWS2,,,,,,,,,,,,,
3138M1AC2,,,,,,,,,,,,,
3138XQSU6,,,,,,,,,,,,,
3140FS3B7,,,,,,,,,,,,,
3138Y6MW1,,,,,,,,,,,,,
3140K0ZU5,,,,,,,,,,,,,
3138X03E6,,,,,,,,,,,,,
3138XUKT8,,,,,,,,,,,,,
3140Q7JL2,,,,,,,,,,,,,
3140JJHG7,,,,,,,,,,,,,
3140L3T27,,,,,,,,,,,,,
3138MRFC0,,,,,,,,,,,,,
3138YRPF9,,,,,,,,,,,,,
3140EUUN7,,,,,,,,,,,,,
3138W7A61,,,,,,,,,,,,,
3138X5SM0,,,,,,,,,,,,,
3138NXPP6,,,,,,,,,,,,,
3140QMY65,,,,,,,,,,,,,
3138ML5M2,,,,,,,,,,,,,
3138WUFG3,,,,,,,,,,,,,
3140HKEM6,,,,,,,,,,,,,
3140K0FH6,,,,,,,,,,,,,
3140HJH53,,,,,,,,,,,,,
3140FTC41,,,,,,,,,,,,,
31417B7A9,,,,,,,,,,,,,
3138X6HK4,,,,,,,,,,,,,
3140L2MJ9,,,,,,,,,,,,,
3140HMGG3,,,,,,,,,,,,,
31403MXN4,,,,,,,,,,,,,
3140K54U8,,,,,,,,,,,,,
31417AEW5,,,,,,,,,,,,,
3138Y8R36,,,,,,,,,,,,,
3140K94A4,,,,,,,,,,,,,
3140JWTG5,,,,,,,,,,,,,
3138YUKV2,,,,,,,,,,,,,
3138YWYL5,,,,,,,,,,,,,
3140HPVA2,,,,,,,,,,,,,
3140K6AU9,,,,,,,,,,,,,
3140QA6T2,,,,,,,,,,,,,
3138MAR91,,,,,,,,,,,,,
3138W54F2,,,,,,,,,,,,,
3138XT6U4,,,,,,,,,,,,,
3138E0QU6,,,,,,,,,,,,,
3138EDFJ5,,,,,,,,,,,,,
3140QPVG9,,,,,,,,,,,,,
3140K93Z0,,,,,,,,,,,,,
3140EV4H7,,,,,,,,,,,,,
3138YBKV4,,,,,,,,,,,,,
3138Y2LL5,,,,,,,,,,,,,
3140Q7Z91,,,,,,,,,,,,,
31418WBZ2,,,,,,,,,,,,,
3138XUKY7,,,,,,,,,,,,,
3140F8YB7,,,,,,,,,,,,,
3140F5F73,,,,,,,,,,,,,
3140HMY65,,,,,,,,,,,,,
3138MR4X6,,,,,,,,,,,,,
3138XQQ95,,,,,,,,,,,,,
31418RRV5,,,,,,,,,,,,,
3138ARF33,,,,,,,,,,,,,
3138LQQA5,,,,,,,,,,,,,
3138WVRY9,,,,,,,,,,,,,
3138MHFK4,,,,,,,,,,,,,
3140HBQR2,,,,,,,,,,,,,
3140JL4U5,,,,,,,,,,,,,
3140FC5C8,,,,,,,,,,,,,
3140L5NG7,,,,,,,,,,,,,
3138YPEB4,,,,,,,,,,,,,
3140QDT95,,,,,,,,,,,,,
3138YVEU9,,,,,,,,,,,,,
3140H6AS8,,,,,,,,,,,,,
3138Y9L30,,,,,,,,,,,,,
3138YUP62,,,,,,,,,,,,,
3140EXTJ2,,,,,,,,,,,,,
3138E6YU4,,,,,,,,,,,,,
3138XTZG3,,,,,,,,,,,,,
3140QAXT2,,,,,,,,,,,,,
3138Y4DU0,,,,,,,,,,,,,
31416TSU4,,,,,,,,,,,,,
3138A4NK7,,,,,,,,,,,,,
3138W1XP7,,,,,,,,,,,,,
3140F02W3,,,,,,,,,,,,,
3140HJ2K6,,,,,,,,,,,,,
3140EXU35,,,,,,,,,,,,,
3138E6VG8,,,,,,,,,,,,,
3138XUEM0,,,,,,,,,,,,,
3138A6LN8,,,,,,,,,,,,,
3138MBSX5,,,,,,,,,,,,,
3138AUXS1,,,,,,,,,,,,,
3138X4GZ7,,,,,,,,,,,,,
3138LWV57,,,,,,,,,,,,,
3138W1NF0,,,,,,,,,,,,,
3140KL5V0,,,,,,,,,,,,,
3138LSWP1,,,,,,,,,,,,,
3138X1JR8,,,,,,,,,,,,,
3138MP2S3,,,,,,,,,,,,,
3138XDVP2,,,,,,,,,,,,,
3138LSC32,,,,,,,,,,,,,
3138Y82P4,,,,,,,,,,,,,
3138WZVU3,,,,,,,,,,,,,
3138E7X25,,,,,,,,,,,,,
3138W7N67,,,,,,,,,,,,,
3138Y4ZQ5,,,,,,,,,,,,,
3138XULR1,,,,,,,,,,,,,
3140FKYR5,,,,,,,,,,,,,
3138ARWN0,,,,,,,,,,,,,
3138MECH1,,,,,,,,,,,,,
3138WPEK6,,,,,,,,,,,,,
3138E04H9,,,,,,,,,,,,,
31403FRU0,,,,,,,,,,,,,
3138Y8VF4,,,,,,,,,,,,,
31419G2K9,,,,,,,,,,,,,
3138LU2U8,,,,,,,,,,,,,
3138WSM62,,,,,,,,,,,,,
3138YYUJ0,,,,,,,,,,,,,
3138MJGS2,,,,,,,,,,,,,
3140KCTD4,,,,,,,,,,,,,
3138W1KJ5,,,,,,,,,,,,,
3138WBCS2,,,,,,,,,,,,,
3138YFNV2,,,,,,,,,,,,,
3140EYPJ4,,,,,,,,,,,,,
3140LNND5,,,,,,,,,,,,,
3140M9EX1,,,,,,,,,,,,,
3138XUXS6,,,,,,,,,,,,,
3138XDU99,,,,,,,,,,,,,
3140E0BX2,,,,,,,,,,,,,
3140EYJH5,,,,,,,,,,,,,
3138XWKH0,,,,,,,,,,,,,
3140GTDG2,,,,,,,,,,,,,
3140KQY62,,,,,,,,,,,,,
3138M4WW8,,,,,,,,,,,,,
3138XCFM9,,,,,,,,,,,,,
3138XYN91,,,,,,,,,,,,,
3138AVK95,,,,,,,,,,,,,
31419G5F7,,,,,,,,,,,,,
3138LQJZ8,,,,,,,,,,,,,
3138M9QB0,,,,,,,,,,,,,
3138WPHM9,,,,,,,,,,,,,
3138E6MN3,,,,,,,,,,,,,
3138M9RF0,,,,,,,,,,,,,
3140F8HX8,,,,,,,,,,,,,
3138A1GQ8,,,,,,,,,,,,,
3140KL5W8,,,,,,,,,,,,,
3140KTBY0,,,,,,,,,,,,,
3138WB3X1,,,,,,,,,,,,,
3140GVN27,,,,,,,,,,,,,
3140GYVZ9,,,,,,,,,,,,,
3140QKCJ5,,,,,,,,,,,,,
3140EA3K7,,,,,,,,,,,,,
3138XFEK7,,,,,,,,,,,,,
3138YGQW5,,,,,,,,,,,,,
3138XYU44,,,,,,,,,,,,,
3138MBRZ1,,,,,,,,,,,,,
3140LYM26,,,,,,,,,,,,,
3140LUNQ0,,,,,,,,,,,,,
31417WSC6,,,,,,,,,,,,,
31416MEC4,,,,,,,,,,,,,
3140L7JR4,,,,,,,,,,,,,
3140E7LY4,,,,,,,,,,,,,
3138AUH42,,,,,,,,,,,,,
31417BNR4,,,,,,,,,,,,,
3138XEXZ6,,,,,,,,,,,,,
3138M3ZQ0,,,,,,,,,,,,,
3138LRX56,,,,,,,,,,,,,
3140QFUA5,,,,,,,,,,,,,
3140HMY99,,,,,,,,,,,,,
3138XLNS7,,,,,,,,,,,,,
3140JW3V0,,,,,,,,,,,,,
3140FNCP7,,,,,,,,,,,,,
3138E9A91,,,,,,,,,,,,,
3140FKAR1,,,,,,,,,,,,,
3138WBY66,,,,,,,,,,,,,
3140JUUH5,,,,,,,,,,,,,
3138YBWK5,,,,,,,,,,,,,
3140FFT27,,,,,,,,,,,,,
31419JSL3,,,,,,,,,,,,,
31417JHN3,,,,,,,,,,,,,
31409JA34,,,,,,,,,,,,,
3140FUFY9,,,,,,,,,,,,,
3138E1TQ0,,,,,,,,,,,,,
3140KN6F0,,,,,,,,,,,,,
3140H1KV1,,,,,,,,,,,,,
3140HDJN5,,,,,,,,,,,,,
3138Y7BR2,,,,,,,,,,,,,
3140K76Q1,,,,,,,,,,,,,
3140EVB89,,,,,,,,,,,,,
3138LUEF8,,,,,,,,,,,,,
31419G3R3,,,,,,,,,,,,,
3140GTTM2,,,,,,,,,,,,,
3140JLNR1,,,,,,,,,,,,,
3140H8H65,,,,,,,,,,,,,
3138EDR45,,,,,,,,,,,,,
3138WGTA2,,,,,,,,,,,,,
3140KQ7K1,,,,,,,,,,,,,
3138YMSH3,,,,,,,,,,,,,
31414LJK5,,,,,,,,,,,,,
3138WMA43,,,,,,,,,,,,,
3140L5MB9,,,,,,,,,,,,,
3140N1PT4,,,,,,,,,,,,,
3138Y2HX4,,,,,,,,,,,,,
3138W4S36,,,,,,,,,,,,,
3138E1AD9,,,,,,,,,,,,,
3138AYRE1,,,,,,,,,,,,,
3138YU2M2,,,,,,,,,,,,,
3140KVZL7,,,,,,,,,,,,,
3140JW6F2,,,,,,,,,,,,,
3138W3T86,,,,,,,,,,,,,
3140GNX40,,,,,,,,,,,,,
31417GL46,,,,,,,,,,,,,
3138LSK74,,,,,,,,,,,,,
3140Q7SY4,,,,,,,,,,,,,
3138WZRS3,,,,,,,,,,,,,
3140GNYJ6,,,,,,,,,,,,,
3138W7M27,,,,,,,,,,,,,
3138XZYF2,,,,,,,,,,,,,
3138MQKF9,,,,,,,,,,,,,
3140F7WY1,,,,,,,,,,,,,
3138MP6W0,,,,,,,,,,,,,
3138YLJ44,,,,,,,,,,,,,
3138X43J7,,,,,,,,,,,,,
3140KQN64,,,,,,,,,,,,,
3140HFKB4,,,,,,,,,,,,,
3140JYWK8,,,,,,,,,,,,,
3138MFU47,,,,,,,,,,,,,
3138MFG68,,,,,,,,,,,,,
3138Y6WS9,,,,,,,,,,,,,
3138EEG45,,,,,,,,,,,,,
3138MBXR2,,,,,,,,,,,,,
3138AFYF1,,,,,,,,,,,,,
3138E5AQ1,,,,,,,,,,,,,
3138E9US7,,,,,,,,,,,,,
3140Q9MA8,,,,,,,,,,,,,
3138AE7F4,,,,,,,,,,,,,
3138AUWP8,,,,,,,,,,,,,
3138ARRV8,,,,,,,,,,,,,
3138YABQ7,,,,,,,,,,,,,
3140FHBL0,,,,,,,,,,,,,
3140H5S28,,,,,,,,,,,,,
3138E9UK4,,,,,,,,,,,,,
3138WU3L5,,,,,,,,,,,,,
3138MPW50,,,,,,,,,,,,,
3138M4FR8,,,,,,,,,,,,,
3140LT7J7,,,,,,,,,,,,,
31404BP89,,,,,,,,,,,,,
3138A9YE8,,,,,,,,,,,,,
3138MCMW1,,,,,,,,,,,,,
3138Y5SA5,,,,,,,,,,,,,
3140E4MY0,,,,,,,,,,,,,
3140FEAT1,,,,,,,,,,,,,
3138E1X93,,,,,,,,,,,,,
3138M2BW5,,,,,,,,,,,,,
3138MF7M3,,,,,,,,,,,,,
3138E7YY4,,,,,,,,,,,,,
3138X0HY7,,,,,,,,,,,,,
3138M1TK4,,,,,,,,,,,,,
3138WMSU6,,,,,,,,,,,,,
3140KTY33,,,,,,,,,,,,,
3140FQ2V8,,,,,,,,,,,,,
3138WABF3,,,,,,,,,,,,,
3140KDUU2,,,,,,,,,,,,,
3138YRPP7,,,,,,,,,,,,,
3140HBPR3,,,,,,,,,,,,,
3140E5RG1,,,,,,,,,,,,,
3140GRAN4,,,,,,,,,,,,,
3140GTQ60,,,,,,,,,,,,,
3140JVEN8,,,,,,,,,,,,,
3140GYA82,,,,,,,,,,,,,
3138ARZ23,,,,,,,,,,,,,
31421AT52,,,,,,,,,,,,,
3138YAVW2,,,,,,,,,,,,,
31416YZK7,,,,,,,,,,,,,
31416TFG9,,,,,,,,,,,,,
3138XDVQ0,,,,,,,,,,,,,
3138Y7B27,,,,,,,,,,,,,
3138X7LF8,,,,,,,,,,,,,
3140EBJ77,,,,,,,,,,,,,
3138XQQR5,,,,,,,,,,,,,
3138YDZ28,,,,,,,,,,,,,
3140K4E71,,,,,,,,,,,,,
3140JYNF9,,,,,,,,,,,,,
3140KUKH4,,,,,,,,,,,,,
3138NXPS0,,,,,,,,,,,,,
3140H7P35,,,,,,,,,,,,,
3140L2YP2,,,,,,,,,,,,,
3140JG3Y9,,,,,,,,,,,,,
3138APXR4,,,,,,,,,,,,,
3138A3CF2,,,,,,,,,,,,,
3138MKXM3,,,,,,,,,,,,,
31417GUT1,,,,,,,,,,,,,
3140FCZ35,,,,,,,,,,,,,
3138M3FL3,,,,,,,,,,,,,
3138A1R60,,,,,,,,,,,,,
3140HDHG2,,,,,,,,,,,,,
3140Q8T21,,,,,,,,,,,,,
3140QKQH4,,,,,,,,,,,,,
3138YYWK5,,,,,,,,,,,,,
3138AJUW0,,,,,,,,,,,,,
3138X8LW9,,,,,,,,,,,,,
3138E7EK6,,,,,,,,,,,,,
31416P2U0,,,,,,,,,,,,,
3138ANCG6,,,,,,,,,,,,,
3138EEHJ1,,,,,,,,,,,,,
3138MJ2T5,,,,,,,,,,,,,
3138WVYL9,,,,,,,,,,,,,
3138M02H2,,,,,,,,,,,,,
3140JJQ28,,,,,,,,,,,,,
3140E5XV1,,,,,,,,,,,,,
31417D7J6,,,,,,,,,,,,,
3138M3N91,,,,,,,,,,,,,
3140QA6G0,,,,,,,,,,,,,
3140ECRG6,,,,,,,,,,,,,
3138M0Y61,,,,,,,,,,,,,
3140JQC84,,,,,,,,,,,,,
3140GSCG5,,,,,,,,,,,,,
3140LTZK3,,,,,,,,,,,,,
31407P6A1,,,,,,,,,,,,,
3138Y1LU7,,,,,,,,,,,,,
3138LUJU0,,,,,,,,,,,,,
3138XPBN2,,,,,,,,,,,,,
3140FUFU7,,,,,,,,,,,,,
3138WPKM5,,,,,,,,,,,,,
31417MJD6,,,,,,,,,,,,,
3138X8KT7,,,,,,,,,,,,,
3138M4AU6,,,,,,,,,,,,,
3138YXJC0,,,,,,,,,,,,,
3138YYUS0,,,,,,,,,,,,,
3140F3TA6,,,,,,,,,,,,,
3138YEJQ1,,,,,,,,,,,,,
3138M0PC8,,,,,,,,,,,,,
3140L7JX1,,,,,,,,,,,,,
3138MJ7K9,,,,,,,,,,,,,
3138W5XU7,,,,,,,,,,,,,
3140FQDV6,,,,,,,,,,,,,
3138Y77J5,,,,,,,,,,,,,
3140QCD52,,,,,,,,,,,,,
3140Q8YL3,,,,,,,,,,,,,
3140LTLA0,,,,,,,,,,,,,
3138WAPG6,,,,,,,,,,,,,
3138ECG98,,,,,,,,,,,,,
3140HKEU8,,,,,,,,,,,,,
3140JXVJ4,,,,,,,,,,,,,
31418WNE6,,,,,,,,,,,,,
3138M43U4,,,,,,,,,,,,,
3138E4WK3,,,,,,,,,,,,,
3138YG5C2,,,,,,,,,,,,,
3138WVLL3,,,,,,,,,,,,,
3140QFAW9,,,,,,,,,,,,,
3140LUXV8,,,,,,,,,,,,,
3140JQQL0,,,,,,,,,,,,,
3138YPMQ2,,,,,,,,,,,,,
3140GN5D1,,,,,,,,,,,,,
3138M0W89,,,,,,,,,,,,,
3140F7MB2,,,,,,,,,,,,,
3138YJFU5,,,,,,,,,,,,,
3140L63F9,,,,,,,,,,,,,
3140F2EJ5,,,,,,,,,,,,,
